protocol_type,service,flag,src_bytes,dst_bytes,num_failed_logins,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_same_srv_rate,dst_host_diff_srv_rate,class
tcp,time,S0,0,0,0,0,1,1,0.06,0.07,0.05,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.01,0.07,0.07,0.07,anomaly
tcp,other,REJ,0,0,0,0,0.07,0,0,1,0,1,anomaly
udp,private,SF,1,0,0,0,0,0,0.08,0.42,0.01,0.43,anomaly
tcp,http,SF,319,943,0,1,0,0,1,0,1,0,normal
tcp,http,SF,171,12324,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp_data,SF,3888,0,0,1,0,0,1,0,0.7,0.09,normal
tcp,name,S0,0,0,0,0,1,1,0.03,0.06,0.03,0.07,anomaly
tcp,ftp_data,SF,383,0,0,1,0,0,1,0,0.01,0.53,normal
tcp,http,SF,337,222,0,1,0,0,1,0,1,0,normal
tcp,telnet,S1,1419,24871,0,1,1,1,1,0,0.06,0.59,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,312,7654,0,1,0,0,1,0,1,0,normal
tcp,http,SF,216,1721,0,1,0,0,1,0,1,0,normal
udp,private,SF,215,0,0,0,0,0,1,0,0.85,0.01,anomaly
tcp,private,S0,0,0,0,0,1,1,0.09,0.08,0.06,0.06,anomaly
tcp,http,SF,327,883,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.87,anomaly
tcp,ftp,SF,361,1181,0,1,0,0,1,0,1,0,normal
tcp,time,S0,0,0,0,0,1,1,0.04,0.07,0.03,0.07,anomaly
tcp,csnet_ns,S0,0,0,0,0,1,1,0.03,0.06,0.02,0.06,anomaly
tcp,ftp_data,SF,12324,0,0,1,0,0,1,0,0.1,0.05,normal
tcp,http,REJ,0,0,0,0,0,0,0.04,0.06,0.04,0.07,anomaly
udp,domain_u,SF,126,44,0,0,0,0,1,0.01,0.8,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.09,0.07,0.05,0.05,anomaly
tcp,ftp_data,SF,748,0,0,1,0,0,1,0,0.78,0.22,normal
udp,other,SF,147,105,0,0,0,0,1,0,0.01,0.42,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.06,0.25,0.19,anomaly
tcp,ftp_data,SF,607,0,0,1,0,0,1,0,0.2,0.04,normal
tcp,private,S0,0,0,0,0,1,1,0.18,0.06,0.09,0.05,anomaly
tcp,http,SF,333,2346,0,1,0,0,1,0,1,0,normal
tcp,http,SF,293,239,0,1,0,0,1,0,1,0,normal
tcp,http,SF,224,1185,0,1,0,0,1,0,1,0,normal
tcp,smtp,RSTO,0,0,0,0,0,0,0.06,0.06,0.05,0.08,anomaly
tcp,smtp,S0,0,0,0,0,1,1,0,0.06,0.01,0.07,anomaly
tcp,http,SF,316,2345,0,1,0,0.03,1,0,1,0,normal
tcp,other,REJ,0,0,0,0,0.1,0,0,1,0,1,anomaly
tcp,courier,S0,0,0,0,0,1,1,0.14,0.06,0.08,0.07,anomaly
tcp,http_443,S0,0,0,0,0,1,1,0.14,0.05,0.08,0.06,anomaly
tcp,http,SF,288,466,0,1,0,0,1,0,1,0,normal
udp,other,SF,147,105,0,0,0,0,1,0,0,0.62,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.05,0.05,0.08,anomaly
tcp,http,SF,301,1517,0,1,0,0,1,0,1,0,normal
tcp,http,SF,291,454,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,1,0,0.06,0.08,anomaly
udp,domain_u,SF,31,0,0,0,0,0,0.5,1,0.09,0.06,normal
tcp,private,REJ,0,0,0,0,0,0,0.07,0.06,0.13,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.05,0.07,0.04,0.04,anomaly
tcp,smtp,SF,1785,387,0,1,0,0,1,0,0.34,0.05,normal
tcp,private,REJ,0,0,0,0,0,0,0.08,0.07,0.06,0.07,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.08,0.06,0.05,0.08,anomaly
tcp,http,SF,217,1371,0,1,0,0,1,0,1,0,normal
tcp,http,SF,237,536,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,854,0,0,1,0,0,1,0,0.91,0.18,normal
tcp,ssh,RSTR,0,0,0,0,0,0,1,0,0.01,0.34,anomaly
tcp,http,SF,237,302,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.09,0.06,0.06,0.06,anomaly
tcp,http,SF,341,11399,0,1,0,0,1,0,1,0,normal
tcp,http,SF,215,6329,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1388,327,0,1,0,0,1,0,0.03,0.59,normal
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.01,0.06,anomaly
tcp,http,SF,181,128,0,1,0,0,1,0,1,0,normal
tcp,http,SF,222,21953,0,1,0,0,1,0,1,0,normal
tcp,http,SF,51,8127,0,1,0,0,1,0,1,0,anomaly
tcp,ctf,S0,0,0,0,0,1,1,0.01,0.05,0.01,0.05,anomaly
tcp,time,SF,6,4,0,1,0,0,0.5,1,0.01,0.13,anomaly
tcp,http,SF,227,1443,0,1,0,0,1,0,1,0,normal
tcp,http,SF,320,4760,0,1,0,0,1,0,1,0,normal
tcp,http,SF,318,762,0,1,0,0,1,0,1,0,normal
tcp,http,SF,197,365,0,1,0,0,1,0,1,0,normal
tcp,private,SH,0,0,0,0,1,1,1,0,0,0.96,anomaly
tcp,finger,SF,7,267,0,0,0,0,1,0,0.02,0.03,normal
tcp,courier,S0,0,0,0,0,1,1,0.19,0.07,0.07,0.06,anomaly
tcp,ftp,SF,1468,4152,0,1,0,0,1,0,0.18,0.09,normal
tcp,finger,S0,0,0,0,0,1,1,0.5,0.05,0.07,0.07,anomaly
tcp,uucp,RSTO,0,0,0,0,0,0,0.07,0.06,0.04,0.07,anomaly
tcp,http,SF,305,1543,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,218,4741,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0.01,0.75,anomaly
tcp,http,SF,182,1422,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,domain,S0,0,0,0,0,1,1,0.02,0.06,0.04,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.12,0.06,0.04,0.06,anomaly
tcp,http,SF,238,5887,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,0.52,0.06,0.25,0.02,anomaly
tcp,http,SF,197,1705,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,45,70,0,0,0,0,1,0,1,0.01,normal
tcp,netstat,S0,0,0,0,0,1,1,0.02,0.06,0.01,0.06,anomaly
tcp,http,SF,212,917,0,1,0,0,1,0,1,0,normal
tcp,http,SF,316,4282,0,1,0,0,1,0,1,0,normal
tcp,http,SF,330,346,0,1,0,0,1,0,1,0,normal
tcp,http,SF,243,3934,0,1,0,0,1,0,1,0,normal
tcp,name,REJ,0,0,0,0,0,0,0.02,0.07,0.02,0.07,anomaly
udp,other,SF,147,105,0,0,0,0,0.67,0.67,0.01,0.85,normal
tcp,finger,SF,12,226,0,0,0,0,1,0,0.09,0.09,normal
tcp,private,S0,0,0,0,0,1,1,0.43,0.21,0.03,0.07,anomaly
tcp,other,RSTR,1,0,0,0,0,0,1,0,0.01,0.68,anomaly
tcp,http,SF,309,277,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,40,40,0,0,0,0,1,0,0.93,0.01,normal
tcp,http,SF,356,238,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.11,0.08,0.06,0.06,anomaly
tcp,http,SF,220,9768,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,84,0,0,0,0,1,0,0.89,0.01,normal
tcp,smtp,SF,2704,281,0,1,0,0,1,0,0.46,0.02,normal
tcp,auth,SF,10,35,0,0,0,0,1,0,0.04,0.03,normal
tcp,private,S0,0,0,0,0,1,1,0.14,0.05,0.07,0.07,anomaly
tcp,private,REJ,0,0,0,0,0.01,0,0.01,1,0,0.61,anomaly
tcp,http,SF,297,2107,0,1,0,0,1,0,1,0,normal
tcp,nntp,S0,0,0,0,0,1,1,0.03,0.08,0.01,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.77,0.23,0.04,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.07,0.04,0.09,anomaly
tcp,ftp_data,S0,0,0,0,0,1,1,0.01,0.06,0.04,0.09,anomaly
tcp,http,SF,264,18275,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.06,0.07,0,0.07,anomaly
tcp,http,SF,322,1301,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.09,0.06,0.01,0.08,anomaly
tcp,netbios_ns,S0,0,0,0,0,1,1,0.04,0.06,0.02,0.07,anomaly
tcp,http,SF,204,254,0,1,0,0,1,0,1,0,normal
tcp,http,SF,313,5790,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,206,14927,0,1,0,0,1,0,1,0,normal
tcp,nntp,S0,0,0,0,0,1,1,0.07,0.07,0.07,0.07,anomaly
tcp,smtp,SF,1197,508,0,1,0,0,1,0,0.95,0.09,normal
tcp,http,SF,201,1856,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,4436,0,0,1,0,0,1,0,0.22,0.28,normal
tcp,private,S0,0,0,0,0,1,1,0.12,0.05,0.09,0.05,anomaly
tcp,login,S0,0,0,0,0,1,1,0.04,0.06,0.02,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.09,0.01,0.09,anomaly
tcp,ftp_data,SF,151,0,0,1,0,0,1,0,0.76,0.04,normal
tcp,http,SF,179,5670,0,1,0,0,1,0,1,0,normal
tcp,exec,RSTO,0,0,0,0,0,0,0.06,0.07,0.03,0.07,anomaly
tcp,smtp,SF,46,282,0,1,0,0,1,0,0.4,0.05,normal
tcp,ftp_data,SF,22,0,0,0,0,0,1,0,0.2,0.03,normal
tcp,http,SF,210,955,0,1,0,0,1,0,1,0,normal
tcp,discard,S0,0,0,0,0,1,1,0.03,0.06,0.02,0.07,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,gopher,S0,0,0,0,0,1,1,0.17,0.05,0.04,0.05,anomaly
tcp,http,SF,201,4324,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,36,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,290,2747,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,623,437,0,1,0,0,1,0,0.75,0.5,normal
udp,domain_u,SF,45,129,0,0,0,0,0.99,0.03,0.77,0.02,normal
tcp,http,SF,255,3026,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,35,0,0,0,0,0,1,0,0.13,0.56,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.24,0.09,0.08,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.16,0.07,0.06,0.06,anomaly
tcp,http,SF,310,422,0,1,0,0,1,0,1,0,normal
udp,private,SF,1,0,0,0,0,0,0.2,0.15,0.02,0.3,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.07,anomaly
udp,other,SF,147,105,0,0,0,0,1,0,0,0.64,normal
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,X11,SF,352,592,0,1,0,0,1,0,1,0,normal
tcp,other,REJ,0,0,0,0,0.19,0,0,1,0,1,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.18,0.08,0.05,0.07,anomaly
tcp,smtp,SF,2393,333,0,1,0,0,1,0,0.95,0.02,normal
tcp,telnet,SF,241,1237,0,1,0,0,0.5,1,0.13,0.06,normal
tcp,private,S0,0,0,0,0,1,1,0.1,0.06,0.01,0.08,anomaly
tcp,ftp_data,SF,383,0,0,1,0,0,1,0,0.28,0.02,normal
tcp,discard,S0,0,0,0,0,1,1,0.01,0.06,0.07,0.05,anomaly
tcp,Z39_50,S0,0,0,0,0,1,1,0.05,0.06,0.05,0.06,anomaly
tcp,ftp_data,SF,2056,0,0,1,0,0,1,0,0.27,0.08,normal
udp,domain_u,SF,44,133,0,0,0,0,0.99,0.02,1,0.01,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.05,0.07,0.04,0.09,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,ftp_data,REJ,0,0,0,0,0,0,0.05,0.07,0.04,0.08,anomaly
tcp,http,SF,54540,8314,0,1,0,0,0.8,0.4,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.09,0.05,0.05,0.05,anomaly
tcp,http,SF,186,913,0,1,0,0,1,0,1,0,normal
tcp,http,SF,240,434,0,1,0,0,1,0,1,0,normal
tcp,http,SF,331,1650,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,44,72,0,0,0,0,1,0,1,0,normal
tcp,http,SF,242,175,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0.03,0,0,1,0,0.97,anomaly
tcp,http,SF,232,1380,0,1,0,0,1,0,0.99,0.01,normal
tcp,http,SF,338,272,0,1,0,0,1,0,1,0,normal
tcp,bgp,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.07,anomaly
tcp,mtp,S0,0,0,0,0,1,1,0.07,0.06,0.08,0.07,anomaly
tcp,bgp,S0,0,0,0,0,1,1,0.09,0.07,0.04,0.07,anomaly
tcp,ftp_data,SF,567,0,0,1,0,0,1,0,0.46,0.07,normal
tcp,http,SF,311,1471,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,11,0,0,0,0,0,1,0,0.1,0.01,normal
tcp,auth,S0,0,0,0,0,1,1,0.08,0.04,0.07,0.05,anomaly
tcp,private,S0,0,0,0,0,1,1,0.15,0.05,0.1,0.05,anomaly
udp,domain_u,SF,33,0,0,0,0,0,1,0,0.19,0.04,normal
tcp,ldap,S0,0,0,0,0,1,1,0.5,1,0.04,0.09,anomaly
tcp,mtp,REJ,0,0,0,0,0,0,0.06,0.06,0.06,0.07,anomaly
udp,other,SF,146,0,0,0,0,0,1,0,0.01,0.52,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp,SF,1486,4152,0,1,0,0,1,0,0.19,0.06,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.07,anomaly
udp,domain_u,SF,44,44,0,0,0,0,1,0,1,0,normal
tcp,http,SF,217,3005,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,46,0,0,0,0,1,0,1,0,normal
tcp,klogin,S0,0,0,0,0,1,1,0.12,0.07,0.05,0.06,anomaly
tcp,http,SF,245,575,0,1,0,0,1,0,1,0,normal
tcp,http,SF,335,289,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.07,0.02,0.06,anomaly
tcp,http,SF,325,3636,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1102,333,0,1,0,0,1,0,0.65,0.03,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.06,0.06,0.07,anomaly
tcp,smtp,S0,0,0,0,0,0.5,0.5,1,0,0.58,0.09,normal
tcp,bgp,S0,0,0,0,0,1,1,0.02,0.07,0.07,0.07,anomaly
udp,private,SF,28,0,0,0,0,0,1,0,0.39,0.02,anomaly
tcp,link,S0,0,0,0,0,1,1,0.07,0.05,0.07,0.05,anomaly
tcp,ftp_data,S0,0,0,0,0,1,1,0.33,0.67,0.25,0.02,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.05,anomaly
tcp,http,SF,286,421,0,1,0,0,1,0,1,0,normal
tcp,http,SF,252,2125,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,140,0,0,0,0,0.99,0.01,0.91,0.02,normal
tcp,private,REJ,0,0,0,0,0,0,0.02,0.07,0.02,0.07,anomaly
tcp,supdup,S0,0,0,0,0,1,1,0.08,0.05,0.09,0.05,anomaly
tcp,http,SF,295,703,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,1,0,0.2,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.14,0.06,0.02,0.06,anomaly
tcp,ftp_data,SF,26,0,0,1,0,0,1,0,0.83,0.33,normal
tcp,http,SF,196,781,0,1,0,0,1,0,1,0,normal
tcp,uucp_path,S0,0,0,0,0,1,1,0.06,0.06,0.01,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.13,0.07,0.02,0.07,anomaly
tcp,whois,S0,0,0,0,0,1,1,0.06,0.06,0.03,0.05,anomaly
tcp,ftp,S0,0,0,0,0,1,1,0.08,0.05,0.07,0.05,anomaly
tcp,http,SF,249,10421,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,639,329,0,1,0,0,1,0,0.95,0.11,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.06,0.05,0.07,anomaly
udp,domain_u,SF,43,133,0,0,0,0,0.99,0.03,0.94,0.01,normal
tcp,other,RSTR,1,0,0,0,0,0,1,0,0.01,0.74,anomaly
tcp,http,SF,302,13144,0,1,0,0,1,0,1,0,normal
tcp,daytime,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.05,0.06,0.07,0.07,anomaly
tcp,http,SF,322,349,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.1,0.06,0.02,0.07,anomaly
tcp,netbios_ns,REJ,0,0,0,0,0,0,0.02,0.07,0.01,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.08,0.06,0.02,0.08,anomaly
tcp,telnet,S0,0,0,0,0,1,1,0.22,0.11,0.24,0.02,anomaly
tcp,ctf,S0,0,0,0,0,1,1,0.04,0.05,0.04,0.05,anomaly
tcp,ftp_data,SF,95,0,0,1,0,0,1,0,0.47,0.06,normal
tcp,private,S0,0,0,0,0,1,1,0.33,0.33,0.01,0.07,anomaly
udp,domain_u,SF,46,128,0,0,0,0,1,0,0.98,0.01,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,auth,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.07,anomaly
udp,domain_u,SF,44,110,0,0,0,0,1,0,0.76,0.02,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.06,0.05,0.07,anomaly
tcp,printer,S0,0,0,0,0,1,1,0.03,0.06,0.02,0.05,anomaly
tcp,ftp_data,S0,0,0,0,0,1,1,0.29,0.24,0.19,0.05,anomaly
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.24,anomaly
udp,private,SF,105,145,0,0,0,0,0.25,0.5,0.59,0.01,normal
tcp,http,SF,209,2120,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,1,0,0,0,0,0,1,0,0.01,0.5,anomaly
tcp,http,SF,331,5376,0,1,0,0,1,0,1,0,normal
tcp,auth,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.06,anomaly
tcp,private,REJ,0,0,0,0,0.08,0,0,1,0,1,anomaly
tcp,http,SF,268,13560,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.09,0.06,0.01,0.07,anomaly
tcp,http,SF,280,804,0,1,0,0,1,0,1,0,normal
tcp,time,S0,0,0,0,0,1,1,0,0.05,0,0.05,anomaly
tcp,iso_tsap,S0,0,0,0,0,1,1,0.09,0.07,0.05,0.07,anomaly
tcp,http,S0,0,0,0,0,1,1,0.6,0.6,0.25,0.02,anomaly
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.23,0.02,anomaly
tcp,smtp,SF,1181,324,0,1,0,0,1,0,0.59,0.03,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.07,0.03,0.08,anomaly
tcp,private,S0,0,0,0,0,0.99,1,0.13,0.08,0.06,0.07,anomaly
udp,private,SF,1,0,0,0,0,0,1,0,0.02,0.98,anomaly
tcp,private,S0,0,0,0,0,1,1,1,0,0.02,0.08,anomaly
tcp,ftp_data,S0,0,0,0,0,0.98,1,0.31,0.08,0.02,0.07,anomaly
udp,domain_u,SF,44,117,0,0,0,0,1,0,0.72,0.01,normal
tcp,smtp,SF,1130,333,0,1,0,0,1,0,0.71,0.06,normal
udp,other,SF,147,105,0,0,0,0,0.5,0.5,0.01,0.56,normal
tcp,supdup,S0,0,0,0,0,1,1,0.04,0.06,0.05,0.06,anomaly
udp,domain_u,SF,42,71,0,0,0,0,1,0,0.97,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.07,0.05,0.09,anomaly
udp,domain_u,SF,42,42,0,0,0,0,1,0,0.96,0.01,normal
tcp,http,S0,0,0,0,0,1,1,0.3,0.06,0.16,0.04,anomaly
tcp,hostnames,S0,0,0,0,0,1,1,0.14,0.29,0.01,0.09,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,smtp,SF,3389,494,0,1,0,0,1,0,0.03,0.01,normal
udp,domain_u,SF,45,131,0,0,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.04,0.06,anomaly
tcp,http,SF,318,798,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,45,79,0,0,0,0,1,0.01,1,0.01,normal
tcp,private,REJ,0,0,0,0,0,0,0.41,0.08,0.05,0.06,anomaly
tcp,http,SF,232,5735,0,1,0,0,1,0,1,0,normal
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.07,0.08,0.06,anomaly
tcp,http,SF,220,2432,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.06,0.07,0.04,0.08,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
udp,domain_u,SF,45,132,0,0,0,0,1,0,1,0,normal
tcp,mtp,S0,0,0,0,0,1,1,0.03,0.06,0.03,0.06,anomaly
tcp,ftp_data,SF,1807,0,0,1,0,0,1,0,0.24,0.02,normal
tcp,private,RSTR,1,0,0,0,0,0,1,0,0.01,0.51,anomaly
udp,domain_u,SF,45,135,0,0,0,0,1,0,1,0.01,normal
tcp,http,SF,304,11472,0,1,0,0,1,0,1,0,normal
tcp,http,SF,184,15646,0,1,0,0,1,0,0.99,0.01,normal
tcp,other,REJ,0,0,0,0,0.08,0,0,1,0,1,anomaly
tcp,http,SF,313,2252,0,1,0,0,1,0,1,0,normal
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,268,3300,0,1,0,0,1,0,1,0,normal
tcp,http,SF,258,406,0,1,0,0,1,0,1,0,normal
tcp,pop_3,S0,0,0,0,0,1,1,0.07,0.06,0,0.06,anomaly
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.99,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,echo,S0,0,0,0,0,1,1,0.01,0.08,0,0.07,anomaly
udp,domain_u,SF,44,137,0,0,0,0,0.99,0.03,0.95,0.01,normal
tcp,http,SF,221,6273,0,1,0,0,1,0,1,0,normal
tcp,finger,S0,0,0,0,0,1,1,0.24,0.07,0.25,0.02,anomaly
tcp,http,RSTO,159,0,0,1,0,0,1,0,1,0,normal
tcp,http,SF,238,8171,0,1,0,0,1,0,1,0,normal
tcp,http,SF,182,1953,0,1,0,0,1,0,1,0,normal
tcp,ftp,S0,0,0,0,0,1,1,0.03,0.07,0.03,0.07,anomaly
tcp,ftp,SF,1463,4152,0,1,0,0,1,0,0.28,0.02,normal
tcp,http,SF,237,3355,0,1,0,0,1,0,1,0,normal
tcp,telnet,S0,0,0,0,0,1,1,0.23,0.06,0.24,0.03,anomaly
tcp,http,SF,295,1547,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,1,0,0.02,1,anomaly
tcp,pop_3,S0,0,0,0,0,1,1,0.03,0.06,0.05,0.07,anomaly
tcp,http,SF,196,2790,0,1,0,0,1,0,1,0,normal
tcp,telnet,SF,208,1820,0,1,0,0,1,0,0.25,0.09,normal
udp,domain_u,SF,46,72,0,0,0,0,1,0,0.65,0.01,normal
tcp,http,SF,217,316,0,1,0,0,1,0,1,0,normal
tcp,smtp,S3,1416,333,0,1,1,1,1,0,0.93,0.04,normal
tcp,daytime,S0,0,0,0,0,1,1,0.13,0.06,0.01,0.07,anomaly
tcp,http,SF,307,9910,0,1,0,0,1,0,1,0,normal
tcp,http,SF,209,1158,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.24,0.02,anomaly
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,sunrpc,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.07,anomaly
tcp,ldap,REJ,0,0,0,0,0,0,0.03,0.06,0.03,0.07,anomaly
tcp,hostnames,REJ,0,0,0,0,0,0,0.07,0.05,0.08,0.07,anomaly
udp,domain_u,SF,46,128,0,0,0,0,1,0,0.8,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.16,0.05,0.12,0.06,anomaly
tcp,ftp,SF,1519,4152,0,1,0,0,1,0,0.53,0.07,normal
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,nnsp,S0,0,0,0,0,1,1,0.04,0.07,0.02,0.06,anomaly
udp,other,SF,147,105,0,0,0,0,1,0,0,0.45,normal
udp,other,SF,146,0,0,0,0,0,1,0,0,0.85,normal
tcp,http,SF,216,2411,0,1,0,0,1,0,1,0,normal
udp,other,SF,146,105,0,0,0,0,1,0,0,0.68,normal
tcp,http,SF,203,1078,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,S0,0,0,0,0,1,1,0.22,0.06,0.29,0.02,anomaly
tcp,http,SF,189,296,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,96,32,0,0,0,0,1,0,0.61,0.05,normal
tcp,ftp_data,S0,0,0,0,0,1,1,1,0,0.25,0.02,anomaly
udp,ntp_u,SF,48,48,0,0,0,0,1,0,0.53,0.07,normal
tcp,telnet,S0,0,0,0,0,1,1,0.16,0.09,0.26,0.02,anomaly
tcp,http,SF,216,990,0,1,0,0,1,0,1,0,normal
tcp,http,SF,223,2431,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.16,0.06,0.08,0.07,anomaly
tcp,smtp,SF,1133,328,0,1,0,0,1,0,0.59,0.14,normal
tcp,smtp,SF,926,370,0,1,0,0,1,0,0.89,0.04,normal
udp,domain_u,SF,45,115,0,0,0,0,1,0,0.66,0.01,normal
tcp,other,REJ,0,0,0,0,0.09,0,0,1,0,1,anomaly
tcp,private,S0,0,0,0,0,1,1,0.42,0.33,0.05,0.09,anomaly
tcp,http,SF,225,4359,0,1,0,0,1,0,1,0,normal
tcp,time,S0,0,0,0,0,1,1,0.6,0.6,0.04,0.08,anomaly
